,stimulus,trial_name,task_type,correct_answer,lang,set_name
771,Luther İncili kimin İngilizce İncil çevirisini etkilemiştir?,q_after_a_MartinLuther_2_qa_4,IS,William Tyndale,TR,mturk_TR_v02
772,"Elektrik akımı tanımını, elektrik yükünün değişim zamanının oranı olarak birleştirerek, Lorentz Yasası adlı bir vektör çarpma kuralı, manyetik alanda hareket eden bir yük üzerindeki kuvveti tanımlar. Elektrik ve manyetizma arasındaki bağlantı, yüke etki eden birleşik bir elektromanyetik kuvvet tanımlamasına izin verir. Bu kuvvet, elektrostatik kuvvetin (elektrik alan nedeniyle) ve manyetik kuvvetin (manyetik alan nedeniyle) toplamı olarak yazılabilir. Tamamen belirtilmiş, yasa budur:",a_Force_3,IS,,TR,mturk_TR_v02
773,Manyetik alanda ilerleyen bir yükü tanımlayan yasa nedir?,q_after_a_Force_3_qa_2,IS,Lorentz Yasası,TR,mturk_TR_v02
774,"Tarihsel olarak Victoria, belli başlı araba markaları olan Ford, Toyota ve Holden'in fabrikaları için bir merkez olagelmiştir; ancak Toyota'nın kapatma yılı olarak 2017 yılını belirlediği Şubat 2014'teki açıklamasıyla birlikte 21. yüzyılda üç şirketin tümünün fabrika kapatma ilanları, Avustralya'nın artık küresel araba endüstrisi için artık bir merkez olmayacağı anlamına gelecektir. Holden'ın duyurusu Mayıs 2013'te gerçekleşmiş ve bunu Ford'un aynı yılın Aralık ayındaki kararı izlemişti (Ford'un Broadmeadows and Geelong'daki Victoria fabrikaları Ekim 2016'da kapanacak).",a_VictoriaAustralia_2,IS,,TR,mturk_TR_v02
775,Holden Victoria fabrikasını kapatacağını ne zaman duyurmuştur?,q_after_a_VictoriaAustralia_2_qa_2,IS,Mayıs 2013,TR,mturk_TR_v02
776,"Tesla, Edison'un şirketinden ayrıldıktan sonra, Tesla'nın adına Tesla Elektrik Işığı ve İmalat ismiyle bir elektrikli aydınlatma şirketini finanse etmeyi kabul eden Benjamin Vail ve Robert Lane isminde iki iş adamıyla 1886 yılında ortaklık kurdu. Şirket, Tesla tarafından tasarlanan elektrik ark ışık tabanlı aydınlatma sistemlerini kurdu ve ABD'de Tesla'ya verilen ilk patentler olan dinamo elektrikli makine komütatörleri için tasarımlar yaptı.",a_NikolaTesla_1,IS,,TR,mturk_TR_v02
777,Tesla Elektrik Işığı ve İmalat ne yapmıştır?,q_after_a_NikolaTesla_1_qa_8,IS,elektrik ark ışık tabanlı aydınlatma sistemlerini kurdu,TR,mturk_TR_v02
778,"Kostüm koleksiyonu, çoğunlukla 1600'den günümüze kadar gelen 14.000'den fazla kıyafet artı aksesuarı içeren İngiltere'deki en kapsamlı olandır. Kostüm taslakları, tasarım defterleri ve kağıt üzerindeki diğer eserler genellikle Söz ve Şekil departmanı tarafından düzenlenir. Önceki dönemlerden günlük giysiler genel olarak hayatta kalmadığından, koleksiyonda özel günler için yapılan moda kıyafetler hakimdir. Kostümlerin ilk önemli armağanlarından biri 1913 yılında Victoria Ve Albert Müzesi yakındaki mağazada sergilenmesini takiben Harrods'tan 1.442 kostüm ve eşya içeren Talbot Hughes koleksiyonunu aldığında gelmiştir.",a_VictoriaandAlbertMuseum_2,IS,,TR,mturk_TR_v02
779,Hangi departman kostüm koleksiyonunun kağıt üzerindeki eserlerine ev sahipliği yapmaktadır?,q_after_a_VictoriaandAlbertMuseum_2_qa_1,IS,Söz ve Şekil,TR,mturk_TR_v02
780,"Şarap tadımı, şarabın duyumsal olarak incelenmesi ve değerlendirilmesidir. Şarap tadım pratiği şarap üretimi kadar antikken, daha biçimsel bir metodoloji orta çağların sonlarından günümüze yavaşça oluşmaktadır. Modern, profesyonel şarap tadımcıları şarabın algılanan lezzet çeşitlerini, aromasını ve genel karakteristiğini tarif etmek için kullanılan sürekli olarak gelişen özelleşmiş terminolojiyi kullanırlar. Son yıllarda hem uzmanlarda hem de tüketicilerde şarap tadımı güvenilirliğini zorlayan sonuçlar ortaya çıktı. Örneğin, araştırmalar insanların daha pahalı şarabın daha ucuz şaraba göre daha fazla arzulanan karakteristiğe sahip olmasını beklediklerini göstermiştir: Tadımcılar verilen şarabın gerçek olmayan bir şekilde pahalı olduğu söylendiğinde, neredeyse her zaman aynı şarap onlara ucuz olduğu söylendiğinden daha lezzetli olduğunu belirttiler. Başka çalışmalar gösteriyor ki tadımcıların kararları coğrafi köken, itibar veya diğer etkenlerin bilinmesiyle etki altında kalabiliyor. Objektif şarap tadımı bu yüzen şarabın kör tadımını gerektirir- bu tadımcının şarabın etiketini veya şişenin şeklini görmemesidir. Kör tadım ayrıca şarabın siyah şarap bardağında şarabın rengini maskeleyecek şekilde servis edilmesini de içerir.",meco_para_7,NR,,TR,mturk_TR_v03
781,"Şarap tadımcıları, şarap kalitesi kararlarında güvenilir midir?",meco_para_7_qa_0,NR,False,TR,mturk_TR_v03
782,"Harvard Business School ve Harvard Stadyumu da dahil olmak üzere üniversitenin atletizm tesislerinin çoğu, Allston'daki Cambridge kampüsünün karşısındaki 358 dönümlük (145 hektar) kampüste yer almaktadır. John W. Weeks Köprüsü, her iki kampüsü birbirine bağlayan Charles Nehri üzerindeki yaya köprüsüdür. Harvard Tıp Okulu, Harvard Diş Hekimliği Okulu ve Harvard Halk Sağlığı Okulu, Boston şehir merkezinin yaklaşık 3,3 mil (5.3 km) güneybatısında ve Cambridge kampüsünün 3,3 mil (5,3 km) güneyinde, Longwood Tıp ve Akademik Alanında 21 dönümlük (8,5 hektarlık) bir kampüste konumlanmaktadır.",a_HarvardUniversity_1,NR,,TR,mturk_TR_v03
783,Harvard Stadyumu nerededir?,a_HarvardUniversity_1_qa_0,NR,Allston'daki,TR,mturk_TR_v03
784,"Kuzeybatı Avrupa 22.000 yıl önce yavaşça ısınmaya başladı, donmuş alt topraklar ve genleşen alpin buzulları erimeye başladı ve sonbahar-kış kar örtüleri baharda erimeye başladı. Ortaya çıkan suyun çoğu Ren Nehri ve aşağı akım uzantısına yöneldi. Hızlı ısınma ve bitki örtüsü değişiklikleri ve ormanlar 13.000 yıl önce oluşmaya başladı. 9000 yıl öncesi itibarıyla Avrupa tamamen ağaçlandırılmış haldeydi. Küresel olarak çekilen buz örtüsüyle birlikte, okyanus su seviyeleri yükseldi, Manş Denizi ve Kuzey Denizi tekrar su ile kaplandı. Erime suyu, okyanusa ve toprak çökmesine katkıda bulunarak, Avrupa’nın önceki sahillerini sular altında bıraktı.",a_Rhine_3,NR,,TR,mturk_TR_v03
785,Son Buzul Çağı’nda Avrupa ne zaman yavaş yavaş ısınmaya başladı?,a_Rhine_3_qa_0,NR,22.000 yıl önce,TR,mturk_TR_v03
786,"Bilinen birçok karmaşıklık sınıfının eşit olmadığından şüphelenilmektedir, ancak bu kanıtlanmamıştır. Örneğin P ⊆ NP ⊆ PP ⊆ PSPACE, ancak P = PSPACE olabilir. P, NP'ye eşit değilse, P de PSPACE'e eşit değildir. P ve PSPACE arasında RP, BPP, PP, BQP, MA, PH, vb. gibi bilinen birçok karmaşıklık sınıfı olduğundan, tüm bu karmaşıklık sınıflarını bir sınıfa daraltması mümkündür. Bu sınıfların herhangi birinin eşit olmadığını kanıtlamak, karmaşıklık teorisinde önemli bir atılım olacaktır.",a_Computationalcomplexitytheory_4,NR,,TR,mturk_TR_v03
787,"Karmaşıklık sınıfları arasındaki ve içindeki hangi kanıtlar, karmaşıklık teorisi için teorik bir havzayı işaret edecektir?",a_Computationalcomplexitytheory_4_qa_3,NR,Bu sınıfların herhangi birinin eşit olmadığını kanıtlamak,TR,mturk_TR_v03
788,"Ambargo, ABD enerji güvenliği üzerindeki tehditleri ele almak için acil taleplere neden olarak ABD ekonomisini olumsuz etkilemiştir. Uluslararası düzeyde, fiyat artışları otomobil gibi birçok sektörde rekabetçi konumları değiştirdi. Makroekonomik problemler hem enflasyonist hem de deflasyonist etkilerden oluştu. Ambargo petrol şirketlerini, Kuzey Kutbu gibi engebeli arazilerde bile, petrol kaynaklarını artırmak için yeni yollar aramak zorunda bıraktı. Önemli derecede üretime başlamak için petrol bulmak ve yeni alanları geliştirmek beş ila on yıl sürmekteydi.",a_1973oilcrisis_1,NR,,TR,mturk_TR_v03
789,"Uluslararası düzeyde, hangi endüstrinin rekabetçi konumları etkilenmiştir?",a_1973oilcrisis_1_qa_1,NR,otomobil,TR,mturk_TR_v03
790,"1973 yılında Nixon, ambargoya verilen yanıtı koordine etmek için oluşturulan kısa vadeli bir organizasyon olan Federal Enerji Ofisinin ilk Yöneticisi olarak William E. Simon'ı seçti. Simon, 1974 yılında her bir eyalete 1972'de tükettikleri kadar yerel petrol tahsis etti, bu nüfusu artmayan eyaletler için işe yaradı. Diğer eyaletlerde, benzin istasyonlarında kuyruklar yaygındı. Amerikan Otomobil Birliği, 1974 yılının Şubat ayının son haftasında, Amerikan benzin istasyonlarının %20'sinde yakıt olmadığını bildirdi.",a_1973oilcrisis_2,IS,,TR,mturk_TR_v03
